,lastLowPrice,low24hPrice,avg24hPrice,prapor,praporCurrency,therapist,therapistCurrency,fence,fenceCurrency,skier,skierCurrency,peacekeeper,peacekeeperCurrency,mechanic,mechanicCurrency,ragman,ragmanCurrency,jaeger,jaegerCurrency
HK G36 5.56x45 flash hider,5000.0,,7970.0,,,,,,,,,,,,,,,,
HK MP5 9x19 X Products X-5 50-round drum magazine,24887.0,,31418.0,,,,,,,,,,,,,,,,
HK MP5K 9x19 upper receiver,14000.0,,17381.0,,,,,,,,,,,,,,,,
HK MP5K End Cap stock,33333.0,,,,,,,,,,,,,,,,,,
HK MP5K cocking handle,19999.0,,,,,,,,,,,,,,,,,,
HK MP5K polymer handguard,5999.0,,10206.0,,,,,,,,,,,,,,,,
HK MP7 flip-up front sight,10000.0,,,,,,,,,,,,,,,,,,
HK MP7 flip-up rear sight,25000.0,,25000.0,,,,,,,,,,,,,,,,
HK MP7A1 stock,40000.0,,,,,,,,,,,,,,,,,,
HK MP7A2 stock,99999.0,,,,,,,,,,,,,,,,,,
HK Sturmgriff foregrip,25998.0,,21318.0,,,,,,,,,,,,,,,,
HK UMP .45 ACP 8 inch barrel,11111.0,,19500.0,,,,,,,,,,,,,,,,
HK UMP polymer stock,25000.0,,41428.0,,,,,,,,,,,,,,,,
HK USP .45 ACP pistol slide,80000.0,,80000.0,,,,,,,,,,,,,,,,
HK USP .45 ACP standard barrel,9999.0,,14004.0,,,,,,,,,,,,,,,,
HK USP Elite .45 ACP barrel,20000.0,,30500.0,,,,,,,,,,,,,,,,
HK USP Elite .45 ACP pistol slide,25444.0,,28833.0,,,,,,,,,,,,,,,,
HK USP Expert .45 ACP barrel,22000.0,,21750.0,,,,,,,,,,,,,,,,
HK USP Expert .45 ACP pistol slide,19999.0,,18333.0,,,,,,,,,,,,,,,,
HK USP Match .45 ACP barrel,36789.0,,65760.0,,,,,,,,,,,,,,,,
HK USP Match .45 ACP pistol slide,20000.0,,20000.0,,,,,,,,,,,,,,,,
HK USP Tactical .45 ACP pistol slide,14599.0,,14599.0,,,,,,,,,,,,,,,,
HK USP Tactical .45 ACP threaded barrel,44444.0,,48887.0,,,,,,,,,,,,,,,,
HK USP Tactical front sight,40000.0,,,,,,,,,,,,,,,,,,
HK USP Tactical rear sight,10000.0,,,,,,,,,,,,,,,,,,
HK USP front sight,3000.0,,,,,,,,,,,,,,,,,,
HK USP hammer,1000.0,,,,,,,,,,,,,,,,,,
HK USP rear sight,21111.0,,,,,,,,,,,,,,,,,,
HK USP slide lock,10000.0,,10000.0,,,,,,,,,,,,,,,,
HK USP trigger,500.0,,,,,,,,,,,,,,,,,,
HK417 E1 extended charging handle,5000.0,,7235.0,,,,,,,,,,,,,,,,
HK417 low profile gas block,5000.0,,10916.0,,,,,,,,,,,,,,,,
Harris HBR Bipod,28888.0,,45487.0,,,,,,,,,,,,,,,,
KRISS Vector .45 ACP thread protection cap,15000.0,,14616.0,,,,,,,,,,,,,,,,
KRISS Vector 9x19 thread protection cap,4490.0,,5796.0,,,,,,,,,,,,,,,,
KS-23 23x75 510mm barrel,30000.0,,24333.0,,,,,,,,,,,,,,,,
KS-23 23x75 700mm barrel,44900.0,,55052.0,,,,,,,,,,,,,,,,
KS-23 wooden stock,19000.0,,,,,,,,,,,,,,,,,,
KS-23M 23x75 3-shell magazine cap,11111.0,,11111.0,,,,,,,,,,,,,,,,
KS-23M forestock,8900.0,,14037.0,,,,,,,,,,,,,,,,
KS-23M pistol grip,33333.0,,26467.0,,,,,,,,,,,,,,,,
KS-23M wire stock,15100.0,,27999.0,,,,,,,,,,,,,,,,
Leupold Mark 4 LR 6.5-20x50 30mm riflescope,39000.0,,37825.0,,,,,,,,,,,,,,,,
Lobaev Arms stock,49999.0,,67210.0,,,,,,,,,,,,,,,,
M14 7.62x51 X Products X-14 50-round drum magazine,39000.0,,42986.0,,,,,,,,,,,,,,,,
M14 SA Enlarged Military Aperture rear sight,19420.0,,,,,,,,,,,,,,,,,,
M14 UltiMAK M8 Forward Optic mount,29999.0,,76856.0,,,,,,,,,,,,,,,,
M1911 Kiba Arms Geneburn custom side grips,80000.0,,76729.0,,,,,,,,,,,,,,,,
M1911A1 .45 ACP 127mm barrel,5000.0,,5000.0,,,,,,,,,,,,,,,,
M1911A1 .45 ACP National Match barrel,33333.0,,,,,,,,,,,,,,,,,,
M1911A1 .45 ACP Wilson Combat 7-round magazine,8888.0,,10171.0,,,,,,,,,,,,,,,,
M1911A1 .45 ACP pistol slide,22000.0,,40000.0,,,,,,,,,,,,,,,,
M1911A1 front sight,10000.0,,,,,,,,,,,,,,,,,,
M1911A1 hammer,999.0,,,,,,,,,,,,,,,,,,
M1911A1 rear sight,10000.0,,,,,,,,,,,,,,,,,,
M1911A1 side grips,15000.0,,15666.0,,,,,,,,,,,,,,,,
M1911A1 slide stop,1299.0,,,,,,,,,,,,,,,,,,
M1911A1 trigger,27500.0,,,,,,,,,,,,,,,,,,
M1A National Match 7.62x51 flash suppressor,6999.0,,10446.0,,,,,,,,,,,,,,,,
M1A SA XS Post .125 Blade front sight,4999.0,,4999.0,,,,,,,,,,,,,,,,
M1A SOCOM 16 7.62x51 muzzle brake-compensator,12100.0,,9785.0,,,,,,,,,,,,,,,,
M1A SOCOM 16 stock,26350.0,,27596.0,,,,,,,,,,,,,,,,
M32A1 40mm cylinder,25333.0,,26913.0,,,,,,,,,,,,,,,,
M45A1 .45 ACP pistol slide,36000.0,,52999.0,,,,,,,,,,,,,,,,
M45A1 Novak Lomount front sight,5000.0,,,,,,,,,,,,,,,,,,
M45A1 Novak Lomount rear sight,9876.0,,,,,,,,,,,,,,,,,,
M45A1 hammer,2500.0,,,,,,,,,,,,,,,,,,
M45A1 slide lock,15000.0,,,,,,,,,,,,,,,,,,
M45A1 trigger,20000.0,,,,,,,,,,,,,,,,,,
M4A1 front sight,12055.0,,,,,,,,,,,,,,,,,,
M700 Hogue Overmolded Ghillie stock,11000.0,,16963.0,,,,,,,,,,,,,,,,
M870 12ga 355mm barrel,45555.0,,48023.0,,,,,,,,,,,,,,,,
M870 12ga 4-shell magazine cap,11420.0,,,,,,,,,,,,,,,,,,
M870 12ga 508mm barrel,49950.0,,70555.0,,,,,,,,,,,,,,,,
M870 Magpul MOE handguard,22200.0,,51864.0,,,,,,,,,,,,,,,,
M870 SPS polymer stock,9999.0,,,,,,,,,,,,,,,,,,
M9A3 9x19 pistol slide,25000.0,,29000.0,,,,,,,,,,,,,,,,
M9A3 9x19 threaded barrel,19999.0,,,,,,,,,,,,,,,,,,
M9A3 front sight,10000.0,,,,,,,,,,,,,,,,,,
M9A3 polymer side grips,7777.0,,7777.0,,,,,,,,,,,,,,,,
M9A3 rear sight,2699.0,,,,,,,,,,,,,,,,,,
M9A3 thread protection cap,6500.0,,,,,,,,,,,,,,,,,,
MCX GEN1 .300 BLK upper receiver,100000.0,,,,,,,,,,,,,,,,,,
MCX charging handle,25000.0,,,,,,,,,,,,,,,,,,
MDR 5.56x45 16 inch barrel,21300.0,,24032.0,,,,,,,,,,,,,,,,
MDR 7.62x51 16 inch barrel,27000.0,,29375.0,,,,,,,,,,,,,,,,
MP-133 beechwood forestock,11999.0,,16364.0,,,,,,,,,,,,,,,,
MP-133/153 plastic stock,200000.0,,157500.0,,,,,,,,,,,,,,,,
MP-153 12ga 4-shell magazine cap,9991.0,,,,,,,,,,,,,,,,,,
MP-153 polymer forestock,30000.0,,30000.0,,,,,,,,,,,,,,,,
MP-155 Ultima thermal camera,27900.0,,34127.0,,,,,,,,,,,,,,,,
MP9 9x19 upper receiver,221000.0,,,,,,,,,,,,,,,,,,
MP9 charging handle,25555.0,,,,,,,,,,,,,,,,,,
MP9 rear sight,19999.0,,,,,,,,,,,,,,,,,,
MP9 stock,19999.0,,,,,,,,,,,,,,,,,,
MP9-N 9x19 upper receiver,100000.0,,,,,,,,,,,,,,,,,,
MP9-N vertical foregrip,9950.0,,19337.0,,,,,,,,,,,,,,,,
MPX 9x19 203mm barrel,29000.0,,25875.0,,,,,,,,,,,,,,,,
MPX A2 9x19 flash hider,11000.0,,15134.0,,,,,,,,,,,,,,,,
MPX GEN1 handguard,12000.0,,14911.0,,,,,,,,,,,,,,,,
MPX Midwest Industries 14 inch M-LOK handguard,22999.0,,26779.0,,,,,,,,,,,,,,,,
MPX double latch charging handle,12333.0,,,,,,,,,,,,,,,,,,
MPX pistol grip,19999.0,,19999.0,,,,,,,,,,,,,,,,
MPX single latch charging handle,4444.0,,,,,,,,,,,,,,,,,,
MPX/MCX collapsing/telescoping stock,25668.0,,21456.0,,,,,,,,,,,,,,,,
MTs-255-12 12ga 755mm barrel with rib,10300.0,,19465.0,,,,,,,,,,,,,,,,
MTs-255-12 12ga choke,8000.0,,,,,,,,,,,,,,,,,,
MTs-255-12 12ga cylinder,9999.0,,17658.0,,,,,,,,,,,,,,,,
MTs-255-12 beechwood forestock,10000.0,,10000.0,,,,,,,,,,,,,,,,
MTs-255-12 wooden stock,6999.0,,31759.0,,,,,,,,,,,,,,,,
Magpul CTR Carbine stock,18888.0,,25964.0,,,,,,,,,,,,,,,,
Mk-18 .338 LM 24 inch barrel,,,,,,,,,,,,,,,,,,,
Mk-18 .338 LM upper receiver,90000.0,,,,,,,,,,,,,,,,,,
Mk-18 18 inch handguard,90000.0,,,,,,,,,,,,,,,,,,
Mk-18 gas block,,,,,,,,,,,,,,,,,,,
Mk47 Resolute 7.62x39 upper receiver,12999.0,,18668.0,,,,,,,,,,,,,,,,
Molot AKM-type gas tube,27000.0,,27000.0,,,,,,,,,,,,,,,,
Mosin Rifle 7.62x54R 730mm regular barrel,65000.0,,73000.0,,,,,,,,,,,,,,,,
Mosin Rifle 7.62x54R sawn-off 220mm threaded barrel,14000.0,,24163.0,,,,,,,,,,,,,,,,
Mosin Rifle Bramit 7.62x54R sound suppressor,38000.0,,43693.0,,,,,,,,,,,,,,,,
Mosin Rifle Infantry stock,16069.0,,45534.0,,,,,,,,,,,,,,,,
Mosin Rifle sawn-off sniper stock,32222.0,,32222.0,,,,,,,,,,,,,,,,
Mosin Rifle standard stock,15000.0,,,,,,,,,,,,,,,,,,
Mossberg 590 Ghost Ring front sight,15555.0,,,,,,,,,,,,,,,,,,
Mossberg 590 Ghost Ring rear sight,12420.0,,,,,,,,,,,,,,,,,,
Mossberg 590A1 12ga 20 inch barrel,30000.0,,30000.0,,,,,,,,,,,,,,,,
Mossberg 590A1 12ga 8-shell magazine cap,8420.0,,,,,,,,,,,,,,,,,,
Mossberg 590A1 SpeedFeed short handguard,50000.0,,50000.0,,,,,,,,,,,,,,,,
Mossberg 590A1 polymer stock,8000.0,,,,,,,,,,,,,,,,,,
OP-SKS wooden stock,13000.0,,,,,,,,,,,,,,,,,,
ORSIS T-5000M aluminium body,30420.0,,,,,,,,,,,,,,,,,,
ORSIS T-5000M handguard,39999.0,,,,,,,,,,,,,,,,,,
ORSIS T-5000M long length rail,8000.0,,6807.0,,,,,,,,,,,,,,,,
ORSIS T-5000M medium length rail,6800.0,,11798.0,,,,,,,,,,,,,,,,
ORSIS T-5000M pistol grip,17000.0,,13507.0,,,,,,,,,,,,,,,,
ORSIS T-5000M scope mount,9900.0,,23133.0,,,,,,,,,,,,,,,,
ORSIS T-5000M stock,39999.0,,,,,,,,,,,,,,,,,,
Ops-Core Picatinny Rail Adapter mount,80000.0,,80000.0,,,,,,,,,,,,,,,,
Ops-Core Single Clamp Rail Adapter mount,43210.0,,53610.0,,,,,,,,,,,,,,,,
P226 front sight,10000.0,,,,,,,,,,,,,,,,,,
P226 polymer pistol grip (Black),9999.0,,,,,,,,,,,,,,,,,,
P226 rear sight,10000.0,,,,,,,,,,,,,,,,,,
PB 9x18PM sound suppressor,8000.0,,11937.0,,,,,,,,,,,,,,,,
PB bakilte side grips,10000.0,,15111.0,,,,,,,,,,,,,,,,
PL-15 front sight,1500.0,,,,,,,,,,,,,,,,,,
PL-15 pistol slide,,,,,,,,,,,,,,,,,,,
PL-15 rear sight,5000.0,,,,,,,,,,,,,,,,,,
PM 9x18PM 84-round makeshift drum magazine,55000.0,,73066.0,,,,,,,,,,,,,,,,
"PP-19-01 ""Vityaz"" 9x19 muzzle brake-compensator",6666.0,,12307.0,,,,,,,,,,,,,,,,
"PP-19-01 ""Vityaz"" gas tube",19999.0,,19999.0,,,,,,,,,,,,,,,,
"PP-19-01 ""Vityaz"" metal skeleton stock",13333.0,,,,,,,,,,,,,,,,,,
"PP-19-01 ""Vityaz"" rear sight",10000.0,,,,,,,,,,,,,,,,,,
"PP-91 ""Kedr"" polymer pistol grip",20000.0,,,,,,,,,,,,,,,,,,
"PP-91-01 ""Kedr-B"" 9x18PM sound suppressor",8000.0,,13528.0,,,,,,,,,,,,,,,,
"PP-91-01 ""Kedr-B"" threaded suppressor adapter",14000.0,,21733.0,,,,,,,,,,,,,,,,
PPSh-41 7.62x25 10.6 inch barrel,,,,,,,,,,,,,,,,,,,
PPSh-41 dust cover,14991.0,,14991.0,,,,,,,,,,,,,,,,
PPSh-41 stock,,,,,,,,,,,,,,,,,,,
RD-704 dust cover,19999.0,,,,,,,,,,,,,,,,,,
RFB 7.62x51 18 inch barrel,27495.0,,,,,,,,,,,,,,,,,,
RFB 7.62x51 flash hider,15000.0,,9721.0,,,,,,,,,,,,,,,,
RFB handguard,30000.0,,,,,,,,,,,,,,,,,,
RFB thread protection cap,3111.0,,,,,,,,,,,,,,,,,,
RPK-16 5.45x39 95-round drum magazine,26000.0,,29255.0,,,,,,,,,,,,,,,,
RPK-16 5.45x39 muzzle brake-compensator,9999.0,,19399.0,,,,,,,,,,,,,,,,
RPK-16 handguard,10000.0,,13908.0,,,,,,,,,,,,,,,,
RPK-16 handguard rail,16777.0,,26113.0,,,,,,,,,,,,,,,,
Rotor 43 7.62x39 muzzle brake-compensator,25500.0,,29236.0,,,,,,,,,,,,,,,,
Rotor 43 9x19 muzzle brake-compensator,16000.0,,20448.0,,,,,,,,,,,,,,,,
SA-58 3-Prong Trident 7.62x51 flash hider,9000.0,,6555.0,,,,,,,,,,,,,,,,
SA-58 quad rail handguard,10000.0,,20857.0,,,,,,,,,,,,,,,,
SA-58/FAL 7.62x51 X Products X-FAL 50-round drum magazine,18900.0,,22618.0,,,,,,,,,,,,,,,,
SKS TOZ wooden stock (56-A-231 Sb.5),5000.0,,,,,,,,,,,,,,,,,,
SOK-12 12/76 MaxRounds Powermag 20-round magazine,43333.0,,53418.0,,,,,,,,,,,,,,,,
SOK-12 thread protection tube,49999.0,,,,,,,,,,,,,,,,,,
SR-25 7.62x51 upper receiver,12345.0,,20327.0,,,,,,,,,,,,,,,,
STM-9 9x19 upper receiver,14444.0,,15047.0,,,,,,,,,,,,,,,,
SV-98 7.62x54R muzzle device,15000.0,,28046.0,,,,,,,,,,,,,,,,
SV-98 CNC Guns OV-SV98 KeyMod handguard,17745.0,,18361.0,,,,,,,,,,,,,,,,
SV-98 CNC Guns OV-SV98 chassis,100000.0,,86241.0,,,,,,,,,,,,,,,,
SV-98 rear sight,10000.0,,,,,,,,,,,,,,,,,,
SVDS 7.62x54R 22 inch barrel,66666.0,,177888.0,,,,,,,,,,,,,,,,
SVDS dust cover,40000.0,,,,,,,,,,,,,,,,,,
SVDS pistol grip,9999.0,,21390.0,,,,,,,,,,,,,,,,
SVDS polymer handguard,8000.0,,8000.0,,,,,,,,,,,,,,,,
SVDS polymer stock,7500.0,,11105.0,,,,,,,,,,,,,,,,
SVDS upper band,23333.0,,27479.0,,,,,,,,,,,,,,,,
Soyuz-TM buffer tube,22222.0,,,,,,,,,,,,,,,,,,
SureFire SOCOM556-RC2 5.56x45 sound suppressor,31969.0,,31479.0,,,,,,,,,,,,,,,,
T-5000M 7.62x51 660mm barrel,81111.0,,,,,,,,,,,,,,,,,,
TOZ-106 002 pistol grip,10000.0,,,,,,,,,,,,,,,,,,
TOZ-106 stock,5000.0,,,,,,,,,,,,,,,,,,
TT 7.62x25 116mm barrel,1000.0,,,,,,,,,,,,,,,,,,
TT 7.62x25 116mm gilded barrel,9000.0,,14289.0,,,,,,,,,,,,,,,,
TT ornated side grips,15000.0,,,,,,,,,,,,,,,,,,
TT side grips,5000.0,,5000.0,,,,,,,,,,,,,,,,
TX-15 5.56x45 Lightweight upper receiver,27444.0,,35549.0,,,,,,,,,,,,,,,,
Thunder Beast Arms Ultra 5 sound suppressor,55555.0,,53352.0,,,,,,,,,,,,,,,,
Trijicon REAP-IR thermal scope,,,,,,,,,,,,,,,,,,,
UNV DLOC-IRD sight mount,88888.0,,88349.0,,,,,,,,,,,,,,,,
"VPO-101 ""Vepr-Hunter"" Rotor 43 7.62x51 muzzle brake-compensator",34000.0,,39020.0,,,,,,,,,,,,,,,,
"VPO-101 ""Vepr-Hunter"" dust cover",19999.0,,,,,,,,,,,,,,,,,,
"VPO-101 ""Vepr-Hunter"" gas tube",14000.0,,14000.0,,,,,,,,,,,,,,,,
"VPO-101 ""Vepr-Hunter"" stock",17777.0,,,,,,,,,,,,,,,,,,
"VPO-136 ""Vepr-KM"" 7.62x39 muzzle brake-compensator",10000.0,,10000.0,,,,,,,,,,,,,,,,
VPO-209 thread protector,1222.0,,,,,,,,,,,,,,,,,,
"VPO-215 ""Gornostay"" .366TKM 23 inch barrel",55555.0,,,,,,,,,,,,,,,,,,
"VPO-215 ""Gornostay"" stock",60000.0,,,,,,,,,,,,,,,,,,
"VPO-215 ""Gornostay"" thread protection cap",36000.0,,,,,,,,,,,,,,,,,,
Yankee Hill Annihilator multi-caliber flash hider,50000.0,,36460.0,,,,,,,,,,,,,,,,
